AMSAssetRef,Latitude,Longitude,State,SnowIceRegion,CorrosionRegionType,StructureClassCode,Height,PaintingType,StructureLoadPercentage,InspectionFrequency
VIC007402_STR_1,-37.997345,145.19553,VIC,No,B (Low),Pole Steel,25.0,Not Painted,59,7.0
VIC007403_STR_1,-37.75864,145.35261,VIC,No,B (Low),Pole Steel,25.0,Not Painted,100,7.0
VIC007404_STR_1,-37.884536,145.190944,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,84,8.0
VIC007405_STR_1,-37.92182,145.02608,VIC,No,B (Low),Pole Steel,25.0,Not Painted,77,7.0
VIC007406_STR_1,-38.37961,145.70815,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,89,9.0
VIC007407_STR_1,-37.46032633,147.05565329,VIC,No,B (Low),Tower Steel,24.0,Not Painted,70,5.0
VIC007408_STR_1,-38.22393,143.52992,VIC,No,B (Low),Pole Concrete,20.0,Not Painted,58,10.0
VIC007409_STR_1,-37.097070799,148.19299956,VIC,No,B (Low),Tower Steel,15.0,Not Painted,100,5.0
VIC007410_STR_1,-37.22919,141.38723,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,84,10.0
VIC007411_STR_1,-37.20934,145.84247,VIC,No,B (Low),Pole Concrete,30.0,Environment / Aesthetic,55,10.0
VIC007412_STR_1,-36.00697185,142.49166559,VIC,No,B (Low),Pole Concrete,23.0,Not Painted,66,10.0
VIC007413_STR_1,-35.714314,142.50319,VIC,No,B (Low),Pole Concrete,23.0,Not Painted,74,9.0
VIC007414_STR_1,-36.48705,142.37825,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,77,10.0
VIC007415_STR_1,-36.005713215,142.014497355,VIC,No,B (Low),Pole Concrete,23.0,Not Painted,75,10.0
VIC007416_STR_1,-38.780754,143.65297,VIC,No,E (Very High),Pole Concrete,25.0,Not Painted,100,5.0
VIC007416_STR_2,-38.78075,143.65294,VIC,No,E (Very High),Pole Concrete,35.0,Environment / Aesthetic,92,5.0
VIC007417_STR_1,-37.683186971,142.019677505,VIC,No,B (Low),Pole Concrete,17.0,Not Painted,85,10.0
VIC007419_STR_1,-37.29297,142.6012,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,100,8.0
VIC007420_STR_1,-35.32259126,141.17449062,VIC,No,B (Low),Pole Concrete,40.0,Not Painted,50,10.0
VIC007421_STR_1,-35.718107,142.071055,VIC,No,B (Low),Pole Concrete,23.0,Not Painted,65,10.0
VIC007423_STR_1,-37.679577,144.50388,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,9.0
VIC007424_STR_1,-38.055673992,142.812001746,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,72,9.0
VIC007425_STR_1,-38.02133,145.30353,VIC,No,B (Low),Pole Steel,25.0,Not Painted,87,8.0
VIC007426_STR_1,-36.251427,142.39552,VIC,No,B (Low),Pole Steel,35.0,Not Painted,65,7.0
VIC007427_STR_1,-37.962425,145.361113,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,100,9.0
VIC007428_STR_1,-37.666434,144.753117,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,5.0
VIC007429_STR_1,-37.53372328,143.82169,VIC,No,B (Low),Pole Steel,30.0,Not Painted,75,7.0
VIC007430_STR_1,-38.361877,142.11136,VIC,No,E (Very High),Pole Steel,30.0,Not Painted,71,7.0
VIC007431_STR_1,-37.92857624,145.23230797,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,7.0
VIC007432_STR_1,-37.904343762,145.2561052,VIC,No,B (Low),Pole Steel,25.0,Not Painted,67,7.0
VIC007433_STR_1,-37.80463,145.1774,VIC,No,B (Low),Pole Steel,30.0,Not Painted,85,7.0
VIC007434_STR_1,-37.600596,145.274742,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,55,7.0
VIC007435_STR_2,-37.218548,145.7057,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,37,10.0
VIC007436_STR_1,-37.812856233,145.081311233,VIC,No,B (Low),Pole Steel,20.0,Not Painted,55,6.0
VIC007437_STR_1,-37.10021,143.5225,VIC,No,B (Low),Tower Steel,40.0,Not Painted,70,7.0
VIC007439_STR_1,-37.20528,145.36691,VIC,No,B (Low),Pole Steel,30.0,Not Painted,75,10.0
VIC007440_STR_1,-38.371162,144.8251,VIC,No,E (Very High),Pole Steel,25.0,Environment / Aesthetic,92,4.0
VIC007441_STR_1,-37.753345,145.27449,VIC,No,B (Low),Pole Steel,33.0,Environment / Aesthetic,95,9.0
VIC007442_STR_1,-38.604103,145.59392,VIC,No,C (Medium),Pole Concrete,20.0,Not Painted,100,6.0
VIC007443_STR_1,-37.515626233,145.71230408,VIC,No,B (Low),Tower Steel,15.24,Not Painted,71,7.0
VIC007444_STR_1,-38.641422,143.8936,VIC,No,E (Very High),Pole Concrete,12.5,Protection,100,2.0
VIC007444_STR_2,-38.641461989,143.893546256,VIC,No,E (Very High),Pole Concrete,15.0,Not Painted,100,4.0
VIC007445_STR_1,-35.92617111,145.350482421,VIC,No,B (Low),Pole Steel,30.0,Not Painted,88,10.0
VIC007446_STR_1,-37.07656,145.57278,VIC,No,B (Low),Pole Steel,30.0,Not Painted,72,9.0
VIC007447_STR_1,-35.15461,143.21661,VIC,No,B (Low),Tower Steel,91.44,Not Painted,90,9.0
VIC007448_STR_1,-38.56225,146.67471,VIC,No,C (Medium),Tower Steel,18.29,Not Painted,62,4.0
VIC007449_STR_1,-36.009998783,146.005306951,VIC,No,B (Low),Tower Steel,30.5,Not Painted,62,6.0
VIC007451_STR_1,-38.741592,143.28967,VIC,No,C (Medium),Tower Steel,24.0,Environment / Aesthetic,50,6.0
VIC007452_STR_1,-38.1229,144.3418,VIC,No,B (Low),Pole Steel,30.0,Not Painted,80,7.0
VIC007453_STR_1,-37.949707,144.70705,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,66,5.0
VIC007454_STR_1,-36.87659,147.97748,VIC,Yes,A (Very Low),Tower Steel,30.0,Not Painted,49,7.0
VIC007455_STR_1,-37.995177,145.173511,VIC,No,B (Low),Pole Steel,30.0,Not Painted,98,7.0
VIC007456_STR_1,-38.21682184,141.703161274,VIC,No,C (Medium),Pole Concrete,15.0,Not Painted,79,8.0
VIC007458_STR_1,-35.473555,143.455919,VIC,No,B (Low),Tower Steel,22.8,Not Painted,50,9.0
VIC007459_STR_1,-38.195199,144.476802,VIC,No,C (Medium),Pole Steel,35.0,Not Painted,53,7.0
VIC007460_STR_1,-38.096172,141.64127,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,89,9.0
VIC007461_STR_1,-37.975574,145.25737,VIC,No,B (Low),Pole Steel,25.0,Not Painted,63,7.0
VIC007462_STR_1,-36.931633,145.6746,VIC,No,B (Low),Pole Steel,30.0,Not Painted,75,10.0
VIC007463_STR_1,-35.470833,143.26411,VIC,No,B (Low),Tower Steel,68.5,Not Painted,85,6.0
VIC007464_STR_1,-37.90393,145.31737,VIC,No,B (Low),Pole Steel,25.0,Not Painted,62,7.0
VIC007466_STR_1,-36.66343,145.72884,VIC,No,B (Low),Tower Steel,30.48,Not Painted,61,9.0
VIC007467_STR_1,-37.909316,145.061763,VIC,No,B (Low),Pole Steel,30.0,Not Painted,94,7.0
VIC007469_STR_1,-36.353886,146.3273,VIC,No,B (Low),Tower Steel,22.86,Not Painted,50,6.0
VIC007470_STR_1,-37.857247725,145.199739922,VIC,No,B (Low),Pole Steel,20.0,Not Painted,50,8.0
VIC007471_STR_1,-37.869953366,145.248185404,VIC,No,B (Low),Pole Steel,25.0,Not Painted,55,7.0
VIC007472_STR_1,-38.184265,145.92915,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,9.0
VIC007473_STR_1,-37.7666,145.24089,VIC,No,B (Low),Pole Steel,25.5,Not Painted,65,7.0
VIC007474_STR_1,-37.7093,145.08595,VIC,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,100,5.0
VIC007476_STR_1,-34.388424,141.59752,VIC,No,B (Low),Tower Steel,38.1,Not Painted,50,6.0
VIC007477_STR_1,-37.75548,144.9003,VIC,No,B (Low),Pole Concrete,20.0,Not Painted,99,7.0
VIC007478_STR_1,-37.810905,144.94061,VIC,No,B (Low),Pole Steel,20.0,Not Painted,100,5.0
VIC007479_STR_1,-37.514244523,145.119351429,VIC,No,B (Low),Tower Steel,38.1,Not Painted,54,6.0
VIC007480_STR_1,-37.705082,144.88335,VIC,No,B (Low),Pole Steel,30.0,Not Painted,89,7.0
VIC007481_STR_1,-37.869384,144.907777,VIC,No,B (Low),Pole Steel,30.0,Not Painted,80,8.0
VIC007482_STR_1,-37.85168716,144.865949703,VIC,No,B (Low),Pole Steel,20.0,Not Painted,65,7.0
VIC007483_STR_1,-38.242910989,143.988551641,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,48,5.0
VIC007484_STR_1,-36.415757,146.214661,VIC,No,B (Low),Tower Steel,30.8,Not Painted,85,7.0
VIC007484_STR_2,-36.415702,146.21465,VIC,No,B (Low),Tower Steel,45.72,Not Painted,65,7.0
VIC007486_STR_1,-38.672914,143.722764,VIC,No,C (Medium),Tower Steel,38.0,Not Painted,55,6.0
VIC007488_STR_1,-37.702694,144.80418,VIC,No,B (Low),Pole Steel,30.0,Not Painted,73,7.0
VIC007489_STR_1,-37.752264,145.136387,VIC,No,B (Low),Pole Steel,25.0,Not Painted,80,7.0
VIC007490_STR_1,-37.85086089,146.390666406,VIC,No,B (Low),Mast Free Standing,13.2,Not Painted,100,7.0
VIC007491_STR_1,-37.75816,145.00026,VIC,No,B (Low),Pole Steel,20.0,Not Painted,80,6.0
VIC007492_STR_1,-39.030323,146.32341,VIC,No,E (Very High),Pole Steel,10.0,Not Painted,50,5.0
VIC007494_STR_1,-38.330463,144.31638,VIC,No,C (Medium),Pole Concrete,20.0,Not Painted,96,6.0
VIC007495_STR_1,-38.182823,146.56602,VIC,No,B (Low),Tower Steel,30.48,Not Painted,70,6.0
VIC007496_STR_1,-36.19103,146.49604,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,10.0
VIC007497_STR_1,-37.95126,145.15334,VIC,No,B (Low),Pole Steel,30.0,Not Painted,75,6.0
VIC007498_STR_1,-37.723335,144.748302,VIC,No,B (Low),Pole Concrete,25.0,Not Painted,69,7.0
VIC007499_STR_1,-36.610893,143.23288,VIC,No,B (Low),Tower Steel,38.1,Not Painted,68,7.0
VIC007500_STR_1,-37.86641,144.999051,VIC,No,B (Low),Pole Steel,25.0,Not Painted,83,6.0
VIC007503_STR_1,-37.83278,144.9554,VIC,No,B (Low),Pole Steel,30.0,Not Painted,98,7.0
VIC007505_STR_1,-38.12909,144.26111,VIC,No,B (Low),Pole Steel,30.0,Not Painted,98,9.0
VIC007506_STR_1,-37.9659,147.08092,VIC,No,C (Medium),Pole Concrete,20.0,Not Painted,96,6.0
VIC007508_STR_1,-37.57849,144.73099,VIC,No,B (Low),Pole Steel,25.0,Not Painted,50,7.0
VIC007509_STR_1,-37.750265,144.834175,VIC,No,B (Low),Pole Steel,20.0,Not Painted,99,7.0
VIC007510_STR_1,-37.827374,145.10648,VIC,No,B (Low),Tower Steel,45.53,Not Painted,58,6.0
VIC007511_STR_1,-35.336784,143.55934,VIC,No,B (Low),Tower Steel,61.0,Not Painted,95,6.0
VIC007512_STR_1,-37.819324,147.83064,VIC,No,C (Medium),Pole Concrete,30.0,Not Painted,97,6.0
VIC007513_STR_1,-37.896009195,145.138408502,VIC,No,B (Low),Pole Steel,20.0,Not Painted,70,7.0
VIC007514_STR_1,-38.547726,143.85971,VIC,No,C (Medium),Tower Steel,68.58,Not Painted,76,5.0
VIC007515_STR_1,-37.65779,145.07614,VIC,No,B (Low),Pole Concrete,20.0,Not Painted,96,7.0
VIC007517_STR_1,-35.83875,143.50615,VIC,No,B (Low),Tower Steel,60.0,Not Painted,65,9.0
VIC007518_STR_1,-36.851454331,144.227803909,VIC,No,B (Low),Pole Steel,30.0,Not Painted,98,8.0
VIC007520_STR_1,-38.07336,145.65338,VIC,No,B (Low),Tower Steel,76.0,Aviation,85,8.0
VIC007521_STR_1,-37.703346,145.198998,VIC,No,B (Low),Pole Steel,30.0,Not Painted,93,5.0
VIC007522_STR_1,-37.69158,144.98819,VIC,No,B (Low),Pole Steel,30.0,Not Painted,98,7.0
VIC007523_STR_1,-37.817776,145.00975,VIC,No,B (Low),Pole Steel,25.0,Not Painted,75,7.0
VIC007524_STR_1,-37.8185,145.21535,VIC,No,B (Low),Pole Steel,25.0,Not Painted,100,7.0
VIC007525_STR_1,-37.804314,145.22194,VIC,No,B (Low),Pole Steel,23.0,Protection,90,7.0
VIC007526_STR_1,-37.83207,145.2204,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,7.0
VIC007528_STR_1,-37.725883,144.65388,VIC,No,B (Low),Tower Steel,45.7,Not Painted,44,6.0
VIC007530_STR_1,-37.731929,145.055754,VIC,No,B (Low),Pole Steel,20.0,Not Painted,65,7.0
VIC007531_STR_1,-38.12423086,146.80404829,VIC,No,C (Medium),Tower Steel,46.0,Not Painted,95,7.0
VIC007533_STR_1,-38.107952,147.06468,VIC,No,C (Medium),Tower Steel,60.0,Not Painted,92,4.0
VIC007534_STR_1,-37.906301,145.231299,VIC,No,B (Low),Pole Steel,20.0,Not Painted,70,8.0
VIC007535_STR_1,-35.50169971,142.851806011,VIC,No,B (Low),Tower Steel,68.58,Not Painted,92,6.0
VIC007536_STR_1,-37.380424,144.96481,VIC,No,B (Low),Tower Steel,31.0,Not Painted,70,9.0
VIC007536_STR_2,-37.380424,144.96481,VIC,No,B (Low),Tower Steel,38.1,Not Painted,50,9.0
VIC007537_STR_1,-37.014412,145.11162,VIC,No,B (Low),Pole Steel,30.0,Not Painted,80,9.0
VIC007538_STR_1,-36.3805,145.40027,VIC,No,B (Low),Tower Steel,76.2,Not Painted,100,5.0
VIC007540_STR_1,-38.655075,146.344888,VIC,No,C (Medium),Tower Steel,50.0,Not Painted,100,7.0
VIC007541_STR_1,-37.642406,144.958782,VIC,No,B (Low),Pole Steel,30.0,Not Painted,85,7.0
VIC007542_STR_1,-38.23052,145.16267,VIC,No,C (Medium),Pole Steel,20.0,Environment / Aesthetic,60,6.0
VIC007543_STR_1,-38.34594,144.73225,VIC,No,E (Very High),Pole Steel,20.0,Environment / Aesthetic,95,5.0
VIC007546_STR_1,-37.64003,144.9307,VIC,No,B (Low),Pole Steel,30.0,Not Painted,96,5.0
VIC007548_STR_1,-36.617962485,147.100505214,VIC,No,B (Low),Tower Steel,30.0,Not Painted,50,8.0
VIC007550_STR_1,-38.34360523,143.591779636,VIC,No,B (Low),Tower Steel,68.6,Not Painted,70,6.0
VIC007553_STR_1,-37.831944,144.935185,VIC,No,B (Low),Pole Steel,30.0,Not Painted,75,7.0
VIC007554_STR_1,-38.34473,141.603,VIC,No,E (Very High),Tower Steel,45.72,Protection,87,3.0
VIC007555_STR_1,-37.749593917,145.028467776,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,7.0
VIC007557_STR_1,-37.760974,145.082797,VIC,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,97,7.0
VIC007558_STR_1,-37.700134,145.05757,VIC,No,B (Low),Pole Steel,30.0,Not Painted,98,7.0
VIC007559_STR_1,-37.82686,145.00425,VIC,No,B (Low),Pole Steel,20.0,Not Painted,60.5,7.0
VIC007561_STR_1,-38.11255,145.89937,VIC,No,B (Low),Pole Steel,30.0,Not Painted,64,9.0
VIC007562_STR_1,-38.235256,143.11644,VIC,No,C (Medium),Tower Steel,38.1,Not Painted,48,4.0
VIC007565_STR_1,-34.45689,142.19553,VIC,No,B (Low),Tower Steel,61.0,Not Painted,86,6.0
VIC007567_STR_1,-37.8926,145.09537,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,7.0
VIC007568_STR_1,-36.269825,143.34842,VIC,No,B (Low),Tower Steel,38.0,Not Painted,65,6.0
VIC007569_STR_1,-37.951238,145.06494,VIC,No,B (Low),Pole Steel,20.0,Not Painted,40,7.0
VIC007570_STR_1,-37.922764,145.1387,VIC,No,B (Low),Pole Steel,20.0,Not Painted,18,7.0
VIC007571_STR_1,-37.936974,145.118495,VIC,No,B (Low),Pole Steel,25.0,Not Painted,53,7.0
VIC007573_STR_1,-35.920708,145.6486,VIC,No,B (Low),Tower Steel,38.0,Not Painted,92,6.0
VIC007574_STR_1,-37.720093004,144.985004003,VIC,No,B (Low),Pole Steel,30.0,Not Painted,85,7.0
VIC007575_STR_1,-38.27636,144.4877,VIC,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,94,6.0
VIC007576_STR_1,-38.17497,145.142762,VIC,No,C (Medium),Pole Steel,25.5,Not Painted,98,6.0
VIC007577_STR_1,-37.147856054,144.628779319,VIC,No,B (Low),Pole Steel,30.0,Not Painted,50,10.0
VIC007578_STR_1,-37.84065,145.26415,VIC,No,B (Low),Pole Steel,30.0,Not Painted,85,6.0
VIC007579_STR_1,-35.61185,143.59889,VIC,No,B (Low),Tower Steel,53.3,Not Painted,100,8.0
VIC007580_STR_1,-37.409893,143.34132,VIC,No,B (Low),Tower Steel,22.86,Not Painted,74,9.0
VIC007581_STR_1,-37.97584,145.0328,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,88,8.0
VIC007582_STR_1,-38.632873522,143.564291796,VIC,No,C (Medium),Tower Steel,30.5,Not Painted,50,4.0
VIC007583_STR_1,-37.91945868,145.36748514,VIC,No,B (Low),Pole Steel,20.0,Not Painted,78,7.0
VIC007584_STR_1,-38.176266,144.34245,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,7.0
VIC007586_STR_1,-37.756165,148.96863,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,76,6.0
VIC007587_STR_1,-36.55596,145.9779,VIC,No,B (Low),Pole Steel,30.0,Not Painted,80,7.0
VIC007588_STR_1,-36.95318,147.70273,VIC,No,B (Low),Pole Steel,25.0,Not Painted,63,7.0
VIC007589_STR_1,-36.759045,144.25966,VIC,No,B (Low),Tower Steel,45.72,Not Painted,100,6.0
VIC007589_STR_3,-36.758762,144.25983,VIC,No,B (Low),Tower Steel,45.72,Not Painted,68,6.0
VIC007591_STR_1,-38.01379,145.34769,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,96,7.0
VIC007593_STR_1,-37.46035555,144.9732555,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,10.0
VIC007594_STR_1,-36.29818,143.68584,VIC,No,B (Low),Tower Steel,60.1,Not Painted,90,7.0
VIC007595_STR_1,-37.813023,145.13858,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,82,7.0
VIC007596_STR_1,-37.834053284,145.134490173,VIC,No,B (Low),Pole Steel,35.0,Not Painted,100,7.0
VIC007597_STR_1,-37.99022,145.11399,VIC,No,B (Low),Pole Steel,20.0,Not Painted,25,7.0
VIC007598_STR_1,-37.797897,144.8439,VIC,No,B (Low),Pole Steel,20.0,Not Painted,62,8.0
VIC007599_STR_1,-37.155624,145.07959,VIC,No,B (Low),Pole Steel,30.0,Not Painted,80,10.0
VIC007600_STR_1,-37.69042,144.95421,VIC,No,B (Low),Pole Steel,20.0,Not Painted,100,7.0
VIC007600_STR_2,-37.690685,144.95416,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,91,7.0
VIC007601_STR_1,-37.76835,144.95463,VIC,No,B (Low),Pole Steel,30.0,Not Painted,73,7.0
VIC007602_STR_1,-37.75248201,144.93514928,VIC,No,B (Low),Pole Steel,25.0,Not Painted,90,7.0
VIC007603_STR_1,-37.493320005,148.181301184,VIC,No,B (Low),Pole Concrete,12.0,Not Painted,74,7.0
VIC007603_STR_2,-37.493220005,148.181401184,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,87,7.0
VIC007604_STR_1,-38.31343697,142.92568076,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,89,9.0
VIC007605_STR_1,-37.603695,145.41759,VIC,No,B (Low),Pole Steel,20.0,Not Painted,18,9.0
VIC007606_STR_1,-36.368553,142.98232,VIC,No,B (Low),Tower Steel,38.0,Not Painted,54,6.0
VIC007607_STR_1,-37.593918,148.99458,VIC,No,C (Medium),Tower Steel,76.2,Not Painted,100,5.0
VIC007608_STR_1,-37.787619,145.144795,VIC,No,B (Low),Pole Steel,25.0,Not Painted,55,7.0
VIC007609_STR_1,-37.782611905,145.165963579,VIC,No,B (Low),Pole Steel,35.0,Not Painted,73,7.0
VIC007611_STR_1,-37.187984,145.49005,VIC,No,B (Low),Pole Steel,30.0,Not Painted,73,10.0
VIC007612_STR_1,-37.87370719,144.78906892,VIC,No,B (Low),Pole Steel,30.0,Not Painted,88,7.0
VIC007613_STR_1,-37.840394,144.820574,VIC,No,B (Low),Pole Steel,20.0,Not Painted,100,7.0
VIC007614_STR_1,-38.212944,143.51105,VIC,No,B (Low),Pole Steel,35.0,Not Painted,40,10.0
VIC007616_STR_1,-38.488617,145.55133,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,100,9.0
VIC007617_STR_1,-36.715904,146.97284,VIC,No,B (Low),Tower Steel,40.0,Not Painted,95,7.0
VIC007618_STR_1,-38.75649,143.66725,VIC,No,E (Very High),Tower Steel,30.0,Protection,80,3.0
VIC007620_STR_1,-38.354206,144.95117,VIC,No,C (Medium),Tower Steel,45.7,Not Painted,89,4.0
VIC007622_STR_1,-37.77714,144.90636,VIC,No,B (Low),Pole Steel,30.0,Not Painted,79,7.0
VIC007623_STR_1,-38.477924,146.28516,VIC,No,C (Medium),Tower Steel,30.48,Not Painted,80,7.0
VIC007624_STR_1,-37.67497,144.43846,VIC,No,B (Low),Pole Steel,30.0,Not Painted,65,7.0
VIC007625_STR_1,-36.641937,144.44218,VIC,No,B (Low),Mast Guyed,50.0,Not Painted,52,5.0
VIC007626_STR_1,-37.021788099,147.242695246,VIC,Yes,A (Very Low),Pole Steel,30.0,Environment / Aesthetic,53,7.0
VIC007627_STR_1,-37.82621,147.62192,VIC,No,C (Medium),Tower Steel,76.0,Not Painted,100,4.0
VIC007628_STR_1,-37.56499,143.85493,VIC,No,B (Low),Tower Steel,45.72,Not Painted,85,6.0
VIC007629_STR_1,-34.467095957,141.497652209,VIC,No,B (Low),Tower Steel,46.0,Not Painted,75,9.0
VIC007630_STR_1,-38.0517,145.1531,VIC,No,B (Low),Pole Steel,19.0,Not Painted,45,9.0
VIC007632_STR_1,-37.771236,144.994379,VIC,No,B (Low),Pole Steel,30.0,Not Painted,75,7.0
VIC007634_STR_1,-37.796673,144.88376,VIC,No,B (Low),Pole Steel,20.0,Not Painted,77,6.0
VIC007635_STR_1,-38.65324,146.20195,VIC,No,C (Medium),Tower Steel,22.86,Not Painted,100,4.0
VIC007636_STR_1,-38.618797,146.17398,VIC,No,C (Medium),Tower Steel,30.0,Not Painted,55,6.0
VIC007637_STR_1,-38.334366,144.96375,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,93,4.0
VIC007638_STR_1,-38.463974,145.24402,VIC,No,E (Very High),Tower Steel,38.0,Protection,65,5.0
VIC007639_STR_1,-38.123,145.2663,VIC,No,B (Low),Pole Steel,30.0,Not Painted,71,8.0
VIC007640_STR_1,-36.764465,145.50644,VIC,No,B (Low),Tower Steel,30.5,Not Painted,50,9.0
VIC007642_STR_1,-38.35311,145.19208,VIC,No,C (Medium),Tower Steel,38.1,Not Painted,65,4.0
VIC007643_STR_1,-37.786874,145.291697,VIC,No,B (Low),Pole Concrete,35.0,Environment / Aesthetic,78,7.0
VIC007647_STR_1,-37.999095921,145.233049709,VIC,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,100,7.0
VIC007650_STR_1,-37.643818319,144.409625636,VIC,No,B (Low),Pole Concrete,20.0,Not Painted,72,8.0
VIC007651_STR_1,-36.459747,147.04456,VIC,No,B (Low),Tower Steel,30.0,Not Painted,81,9.0
VIC007652_STR_1,-37.01977,142.72411,VIC,No,B (Low),Tower Steel,45.0,Not Painted,66,8.0
VIC007653_STR_1,-37.775875,144.77347,VIC,No,B (Low),Tower Steel,30.0,Not Painted,60,6.0
VIC007654_STR_1,-37.382202,145.47351,VIC,No,B (Low),Pole Steel,20.0,Not Painted,50,10.0
VIC007655_STR_1,-37.59835,144.72954,VIC,No,B (Low),Pole Steel,20.0,Not Painted,72,7.0
VIC007656_STR_1,-37.973842,145.134281,VIC,No,B (Low),Pole Steel,25.0,Not Painted,100,7.0
VIC007657_STR_1,-37.802216,147.32893,VIC,No,C (Medium),Tower Steel,76.2,Not Painted,50,6.0
VIC007658_STR_1,-37.789367,145.105414,VIC,No,B (Low),Pole Steel,30.0,Not Painted,75,7.0
VIC007660_STR_1,-38.20372,144.34181,VIC,No,C (Medium),Pole Steel,30.0,Not Painted,85,6.0
VIC007661_STR_1,-38.007426491,145.272253359,VIC,No,B (Low),Pole Steel,20.0,Not Painted,56,7.0
VIC007662_STR_1,-37.733257,142.03154,VIC,No,B (Low),Tower Steel,63.5,Not Painted,72,6.0
VIC007663_STR_1,-38.029528,145.246301,VIC,No,B (Low),Pole Steel,30.0,Not Painted,92,7.0
VIC007664_STR_1,-34.776787,142.27975,VIC,No,B (Low),Tower Steel,76.0,Not Painted,65,7.0
VIC007665_STR_1,-38.137733,145.17688,VIC,No,B (Low),Pole Steel,30.0,Not Painted,87,8.0
VIC007666_STR_1,-37.87907,145.33424,VIC,No,B (Low),Tower Steel,45.7,Aviation,99,6.0
VIC007667_STR_1,-37.856326,145.112276,VIC,No,B (Low),Pole Steel,20.0,Not Painted,30,7.0
VIC007668_STR_1,-36.131082424,144.750854172,VIC,No,B (Low),Tower Steel,46.0,Not Painted,80,6.0
VIC007669_STR_1,-37.49608235,145.074126395,VIC,No,B (Low),Pole Concrete,20.0,Not Painted,80,7.0
VIC007670_STR_1,-37.036724,141.29697,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,88,7.0
VIC007671_STR_1,-38.031045,145.108768,VIC,No,B (Low),Pole Steel,30.0,Not Painted,93,8.0
VIC007672_STR_1,-37.219494,145.90692,VIC,No,B (Low),Pole Steel,30.0,Not Painted,90,9.0
VIC007675_STR_1,-37.110813874,144.335072362,VIC,No,B (Low),Pole Steel,30.0,Not Painted,90,7.0
VIC007676_STR_1,-37.950292,145.246757,VIC,No,B (Low),Pole Steel,30.0,Not Painted,65,8.0
VIC007677_STR_1,-37.368674944,147.830129715,VIC,No,B (Low),Tower Steel,38.0,Not Painted,50,9.0
VIC007678_STR_1,-37.64949,145.02212,VIC,No,B (Low),Pole Steel,20.0,Not Painted,82,7.0
VIC007679_STR_1,-37.677246,144.93143,VIC,No,B (Low),Pole Steel,35.0,Not Painted,82,8.0
VIC007680_STR_1,-37.73428,144.90623,VIC,No,B (Low),Pole Steel,20.0,Not Painted,62,8.0
VIC007681_STR_1,-36.864613,147.27876,VIC,Yes,A (Very Low),Pole Steel,15.0,Environment / Aesthetic,51,6.0
VIC007682_STR_1,-38.65281,143.52551,VIC,No,C (Medium),Pole Concrete,30.0,Not Painted,46,9.0
VIC007683_STR_1,-37.727386,144.86664,VIC,No,B (Low),Pole Steel,30.0,Not Painted,65,7.0
VIC007684_STR_1,-37.804546,144.91771,VIC,No,B (Low),Pole Steel,20.0,Not Painted,96,8.0
VIC007685_STR_1,-35.733532,143.92133,VIC,No,B (Low),Tower Steel,30.0,Not Painted,100,6.0
VIC007686_STR_1,-37.80794601,145.03969626,VIC,No,B (Low),Pole Steel,30.0,Not Painted,97,6.0
VIC007687_STR_1,-37.81014042,145.30938202,VIC,No,B (Low),Pole Steel,30.0,Not Painted,30,7.0
VIC007688_STR_1,-37.496022693,141.675067147,VIC,No,B (Low),Pole Steel,20.0,Not Painted,25,9.0
